Date,NIFTY 50,NIFTY BANK,NIFTY FINANCIAL SERVICES,NIFTY 500,NIFTY MIDCAP 100,NIFTY SMALLCAP 100,INDIA VIX,NIFTY MICROCAP 250,NIFTY AUTO,NIFTY FMCG,NIFTY IT,NIFTY MEDIA,NIFTY METAL,NIFTY PHARMA,NIFTY PSU BANK,NIFTY PRIVATE BANK,NIFTY HEALTHCARE INDEX,NIFTY COMMODITIES,NIFTY PSE,NIFTY CAPITAL MARKETS,NIFTY IPO
2025-03-04,13834.90,48245.20,23028.45,19917.85,48007.85,14762.60,13.83,19626.10,20269.20,50524.25,37276.95,1404.05,8347.75,19820.65,5718.90,24107.25,12737.45,7678.70,8287.25,3029.30,1734.05
2025-03-05,14096.70,48489.95,23050.60,20256.50,49168.35,15199.10,13.67,20193.25,20796.75,51279.10,38072.30,1448.10,8685.20,20126.80,5890.45,24238.15,12942.30,7886.20,8558.75,3060.35,1769.45
2025-03-06,14204.65,48627.70,23163.00,20447.10,49348.10,15400.35,13.73,20596.80,20959.70,51890.30,38145.30,1462.20,8888.65,20423.35,5929.15,24324.50,13103.30,8041.40,8723.65,3069.55,1797.20
2025-03-07,14182.30,48497.50,23136.20,20443.40,49190.60,15504.30,13.47,20786.75,21009.70,51891.80,37820.45,1488.95,8926.90,20378.30,5931.40,24292.95,13034.85,8063.05,8657.30,3060.30,1808.15
2025-03-10,14041.65,48216.80,23056.85,20266.50,48440.10,15198.15,13.99,20267.25,20752.80,52006.40,37644.40,1485.15,8850.30,20256.55,5821.15,24151.65,12953.30,7992.50,8547.95,2960.60,1776.50
2025-03-11,14086.55,47853.95,23203.35,20302.50,48762.75,15075.90,14.07,20119.45,20682.65,51951.45,37400.10,1482.45,8897.30,20332.10,5822.20,23817.20,13031.95,8043.60,8624.65,2929.90,1771.10
2025-03-12,14044.70,48056.65,23327.90,20264.35,48486.60,15044.35,13.69,19975.75,20783.70,51957.25,36310.65,1459.75,8854.30,20424.00,5759.20,23990.25,13107.90,8049.70,8616.75,2946.50,1758.00
2025-03-13,13976.60,48060.40,23290.00,20176.05,48125.10,14897.35,13.28,19791.65,20554.05,51879.25,36122.50,1437.80,8777.65,20386.85,5783.85,23955.70,13075.75,8008.45,8610.70,2928.40,1744.85
2025-03-17,14066.35,48354.15,23529.25,20288.30,48461.80,14968.40,13.42,19692.80,20741.15,51773.15,36137.20,1428.50,8845.25,20703.95,5770.25,24181.05,13273.35,8065.95,8650.50,2960.90,1731.00
2025-03-18,14326.15,49314.50,23969.70,20657.20,49516.90,15374.70,13.21,20286.35,21234.95,52475.00,36619.35,1480.15,9033.45,21041.30,5902.65,24642.60,13494.20,8169.10,8811.75,3069.85,1762.40
2025-03-19,14529.75,49702.60,24140.35,20864.50,50817.10,15747.60,13.30,20734.80,21319.50,52184.10,36223.50,1496.15,9148.55,21145.65,6019.35,24762.20,13667.15,8281.10,8967.00,3193.20,1798.30
2025-03-20,14652.40,50062.85,24309.00,21070.05,51144.40,15858.05,12.60,20917.50,21623.05,52857.90,36676.65,1514.45,9254.10,21340.60,6044.85,24913.10,13819.70,8341.00,9050.20,3230.60,1799.75
2025-03-21,14802.25,50593.55,24567.95,21273.90,51850.75,16184.95,12.58,21358.10,21756.00,52986.05,36702.80,1547.70,9203.55,21625.90,6130.95,25232.70,14011.90,8430.70,9221.90,3336.10,1831.40
2025-03-24,14982.20,51704.95,25057.55,21538.10,52524.05,16363.70,13.70,21624.85,21938.70,53232.75,37217.05,1548.70,9262.85,21771.15,6326.10,25842.85,14062.20,8533.65,9466.85,3363.30,1860.65
2025-03-25,14893.95,51607.95,25086.00,21437.75,51969.75,16108.90,13.64,21094.10,21737.60,53131.30,37706.90,1524.00,9132.90,21542.50,6216.95,25861.05,13955.15,8478.30,9364.65,3317.00,1838.30
2025-03-26,14794.40,51209.00,24829.60,21275.45,51646.15,15936.75,13.47,20737.00,21742.80,52988.50,37336.70,1487.35,9097.70,21360.60,6142.80,25627.75,13776.10,8408.95,9239.00,3261.90,1805.50
2025-03-27,14869.45,51575.85,25011.15,21407.95,51839.40,16119.85,13.30,20886.75,21516.75,53276.60,37548.30,1509.90,9159.80,21275.15,6296.15,25695.70,13745.45,8514.90,9360.35,3310.00,1835.60
2025-03-28,14821.10,51564.85,25074.90,21339.55,51672.25,16095.70,12.72,20685.60,21295.50,53589.80,36886.15,1475.25,9092.50,21137.45,6263.40,25733.35,13681.30,8468.70,9342.70,3415.75,1818.00
2025-04-01,14642.05,50827.50,24529.40,21070.75,51229.60,15982.95,13.78,20845.70,21235.25,53101.75,35980.65,1508.30,9016.85,20771.80,6254.40,25422.75,13474.95,8408.20,9304.20,3375.15,1818.35
2025-04-02,14804.40,51348.05,24750.05,21265.65,52053.20,16162.45,13.72,20988.60,21408.85,53702.60,36283.50,1517.55,9080.05,20952.85,6300.85,25610.60,13581.15,8445.45,9315.25,3448.60,1825.45
2025-04-03,14797.90,51597.35,24724.95,21243.40,52162.15,16255.45,13.60,21205.90,21164.00,53806.75,34757.25,1534.10,9005.15,21423.55,6423.20,25693.20,13849.50,8459.30,9410.90,3468.70,1831.25
2025-04-04,14456.35,51502.70,24774.30,20805.35,50645.95,15675.95,13.76,20433.95,20593.15,53830.70,33511.40,1488.50,8414.45,20560.00,6266.95,25659.85,13426.80,8150.80,9118.60,3345.10,1782.35
2025-04-07,13963.95,49860.10,23908.45,20105.70,48809.45,15067.90,22.79,19549.90,19815.55,53241.15,32668.80,1429.90,7846.35,19995.50,6089.20,24768.55,13048.90,7849.60,8891.50,3211.20,1709.60
2025-04-08,14235.10,50511.00,24301.50,20480.80,49838.00,15389.00,20.44,20021.25,20138.15,54300.25,33244.40,1497.45,7965.60,20377.90,6249.95,25083.05,13264.25,7980.70,9056.55,3315.30,1740.45
2025-04-09,14152.25,50240.15,24132.65,20356.75,49582.05,15256.75,21.43,19762.50,20140.40,55264.75,32517.35,1479.20,7847.50,19976.30,6092.55,25003.15,13126.30,7939.65,9015.20,3290.35,1725.25
2025-04-11,14412.95,51002.35,24555.55,20752.85,50501.50,15696.10,20.11,20441.70,20548.65,55741.10,32740.85,1503.80,8168.30,20461.90,6171.30,25388.20,13326.65,8177.10,9236.70,3384.00,1759.45
2025-04-15,14800.55,52379.50,25280.65,21279.40,51974.45,16179.30,16.13,21103.35,21246.20,55896.95,33275.30,1548.45,8429.85,20912.20,6268.40,26102.90,13577.35,8347.00,9412.50,3517.30,1808.70
2025-04-16,14892.60,53117.75,25492.10,21404.35,52345.55,16349.25,15.87,21275.80,21155.80,56345.60,33295.50,1577.60,8454.80,20874.30,6417.05,26556.60,13553.50,8379.30,9486.45,3537.15,1827.55
2025-04-17,15053.65,54290.20,26071.60,21681.55,52657.80,16410.20,15.47,21434.30,21373.10,56674.20,33372.35,1581.15,8476.50,21126.75,6522.50,27149.75,13711.05,8448.05,9544.75,3572.00,1850.80
2025-04-21,15315.15,55304.50,26435.10,22005.75,53974.45,16773.35,15.52,21753.15,21826.00,56130.20,34135.05,1596.25,8653.50,21351.05,6683.90,27727.30,13819.40,8574.50,9738.25,3737.65,1882.25
2025-04-22,15394.25,55647.20,26624.80,22085.15,54397.15,16896.00,15.23,21939.60,21903.70,57193.80,33941.05,1598.65,8669.50,21438.05,6734.30,27820.85,13930.35,8561.00,9702.50,3790.25,1890.80
2025-04-23,15521.85,55370.05,26446.20,22237.60,55041.10,16969.75,15.96,21943.15,22424.45,57497.90,35414.65,1597.25,8737.30,21738.95,6696.00,27612.35,14117.25,8590.25,9737.90,3877.25,1911.90
2025-04-24,15485.00,55201.40,26305.65,22180.65,54969.85,16963.50,16.25,22038.05,22367.55,56887.55,35307.10,1599.50,8753.30,21974.60,6685.40,27550.65,14173.35,8617.30,9719.45,3862.70,1898.25
2025-04-25,15205.20,54664.05,26036.10,21848.15,53570.20,16547.20,17.16,21447.30,21994.50,56532.35,35562.25,1547.75,8569.75,21482.55,6535.50,27198.55,13829.80,8473.90,9470.15,3744.55,1839.95
2025-04-28,15400.70,55432.80,26291.65,22101.85,54440.25,16676.90,16.94,21442.90,22352.95,56620.30,35482.95,1559.95,8689.90,21908.10,6695.00,27578.20,14116.25,8617.35,9650.20,3804.45,1842.55
2025-04-29,15416.05,55391.25,26193.85,22112.40,54587.95,16738.70,17.37,21416.45,22299.05,56474.50,35920.40,1547.65,8607.15,21676.65,6691.40,27513.90,13992.20,8558.20,9634.50,3820.85,1845.75
2025-04-30,15355.15,55087.15,26113.55,22030.05,54124.90,16448.85,18.22,20950.55,22308.40,56445.35,35794.95,1513.90,8581.80,21772.45,6542.25,27450.30,14053.60,8515.50,9559.00,3734.65,1836.80
2025-05-02,15304.40,55115.35,26151.75,22006.00,53705.10,16441.80,18.26,20932.35,22286.50,56252.25,35891.85,1521.35,8518.40,21627.45,6554.45,27396.40,13968.25,8486.70,9529.05,3713.25,1835.70
2025-05-05,15474.60,54919.50,26164.90,22195.15,54675.75,16609.90,18.34,21238.00,22699.20,56936.20,35991.25,1531.10,8600.15,21775.75,6552.10,27177.20,14096.70,8563.20,9637.00,3756.15,1867.45
2025-05-06,,,,,,,,,,,,,,,,,,,,3623.95,1833.90
